index,recordDate,recordTime,recordEpoch,district,locationName,nearbyPlace,longitude,latitude,elevation,direction,county,route,routeSuffix,postmilePrefix,postmile,alignment,milepost,inService,essAtmosphericPressure,essAvgWindDirection,essAvgWindSpeed,essSpotWindDirection,essSpotWindSpeed,essMaxWindGustSpeed,essMaxWindGustDir,essNumTemperatureSensors,essAirTemperature.1,essWetbulbTemp,essDewpointTemp,essMaxTemp,essMinTemp,essRelativeHumidity,essPrecipYesNo,essPrecipRate,essPrecipSituation,essPrecipitationStartTime,essPrecipitationEndTime,essPrecipitationOneHour,essPrecipitationThreeHours,essPrecipitationSixHours,essPrecipitationTwelveHours,essPrecipitation24Hours,essVisibility,essVisibilitySituation,numEssPavementSensors,essPavementSensorLocation.1,essPavementSensorLocation.2,essPavementSensorLocation.3,essPavementSensorLocation.4,essPavementSensorLocation.5,essPavementSensorLocation.6,essPavementSensorLocation.7,essPavementSensorLocation.8,essPavementType.1,essPavementType.2,essPavementType.3,essPavementType.4,essPavementType.5,essPavementType.6,essPavementType.7,essPavementType.8,essPavementSensorType.1,essPavementSensorType.2,essPavementSensorType.3,essPavementSensorType.4,essPavementSensorType.5,essPavementSensorType.6,essPavementSensorType.7,essPavementSensorType.8,essSurfaceStatus.1,essSurfaceStatus.2,essSurfaceStatus.3,essSurfaceStatus.4,essSurfaceStatus.5,essSurfaceStatus.6,essSurfaceStatus.7,essSurfaceStatus.8,essSurfaceTemperature.1,essSurfaceTemperature.2,essSurfaceTemperature.3,essSurfaceTemperature.4,essSurfaceTemperature.5,essSurfaceTemperature.6,essSurfaceTemperature.7,essSurfaceTemperature.8,essSurfaceSalinity.1,essSurfaceSalinity.2,essSurfaceSalinity.3,essSurfaceSalinity.4,essSurfaceSalinity.5,essSurfaceSalinity.6,essSurfaceSalinity.7,essSurfaceSalinity.8,essSurfaceFreezePoint.1,essSurfaceFreezePoint.2,essSurfaceFreezePoint.3,essSurfaceFreezePoint.4,essSurfaceFreezePoint.5,essSurfaceFreezePoint.6,essSurfaceFreezePoint.7,essSurfaceFreezePoint.8,essSurfaceBlackIceSignal.1,essSurfaceBlackIceSignal.2,essSurfaceBlackIceSignal.3,essSurfaceBlackIceSignal.4,essSurfaceBlackIceSignal.5,essSurfaceBlackIceSignal.6,essSurfaceBlackIceSignal.7,essSurfaceBlackIceSignal.8,essPavementSensorError.1,essPavementSensorError.2,essPavementSensorError.3,essPavementSensorError.4,essPavementSensorError.5,essPavementSensorError.6,essPavementSensorError.7,essPavementSensorError.8,essSurfaceIceOrWaterDepth.1,essSurfaceIceOrWaterDepth.2,essSurfaceIceOrWaterDepth.3,essSurfaceIceOrWaterDepth.4,essSurfaceIceOrWaterDepth.5,essSurfaceIceOrWaterDepth.6,essSurfaceIceOrWaterDepth.7,essSurfaceIceOrWaterDepth.8,essSurfaceConductivityV2.1,essSurfaceConductivityV2.2,essSurfaceConductivityV2.3,essSurfaceConductivityV2.4,essSurfaceConductivityV2.5,essSurfaceConductivityV2.6,essSurfaceConductivityV2.7,essSurfaceConductivityV2.8,numEssSubSurfaceSensors,essSubSurfaceSensorLocation.1,essSubSurfaceSensorLocation.2,essSubSurfaceSensorLocation.3,essSubSurfaceSensorLocation.4,essSubSurfaceSensorLocation.5,essSubSurfaceSensorLocation.6,essSubSurfaceSensorLocation.7,essSubSurfaceSensorLocation.8,essSubSurfaceType.1,essSubSurfaceType.2,essSubSurfaceType.3,essSubSurfaceType.4,essSubSurfaceType.5,essSubSurfaceType.6,essSubSurfaceType.7,essSubSurfaceType.8,essSubSurfaceDepth.1,essSubSurfaceDepth.2,essSubSurfaceDepth.3,essSubSurfaceDepth.4,essSubSurfaceDepth.5,essSubSurfaceDepth.6,essSubSurfaceDepth.7,essSubSurfaceDepth.8,essSubSurfaceTemperature.1,essSubSurfaceTemperature.2,essSubSurfaceTemperature.3,essSubSurfaceTemperature.4,essSubSurfaceTemperature.5,essSubSurfaceTemperature.6,essSubSurfaceTemperature.7,essSubSurfaceTemperature.8,essSubSurfaceMoisture.1,essSubSurfaceMoisture.2,essSubSurfaceMoisture.3,essSubSurfaceMoisture.4,essSubSurfaceMoisture.5,essSubSurfaceMoisture.6,essSubSurfaceMoisture.7,essSubSurfaceMoisture.8,essSubSurfaceSensorError.1,essSubSurfaceSensorError.2,essSubSurfaceSensorError.3,essSubSurfaceSensorError.4,essSubSurfaceSensorError.5,essSubSurfaceSensorError.6,essSubSurfaceSensorError.7,essSubSurfaceSensorError.8
4,2026-02-11,09:30:04,1770831004,9,"US-395 : Conway Summit","Lee Vining",-119.18143,38.088,8146,North,Mono,US-395,,,63.560,R,297.167,true,"Not Reported",157,63,161,66,240,4,1,-3,-4,-5,7,-40,98,"Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported"
5,2026-02-11,09:30:03,1770831003,9,"US-395 : Red Hill","Lee Vining",-119.16719,38.05838,6971,South,Mono,US-395,,,59.193,L,292.737,true,"Not Reported",271,1,354,3,6,315,1,-1,-8,-18,-32,42,88,"Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported"
6,2026-02-11,09:30:03,1770831003,9,"US-395 : SR-158","Lee Vining",-119.09380,37.89839,6866,South,Mono,US-395,,,46.82,,280.43,true,"Not Reported",277,10,258,10,20,277,1,3,-2,-13,-17,43,88,"Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported"
7,2026-02-11,09:30:04,1770831004,9,"US-6 : CA / NV Stateline",Benton,-118.47841,37.84225,5472,South,Mono,US-6,,,27.378,L,35.593,true,"Not Reported",176,70,164,73,97,176,1,52,12,-56,96,-10,45,"Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported"
8,2026-02-11,09:30:03,1770831003,9,"US-395 : Sage Flat",Olancha,-117.97976,36.20510,3959,South,Inyo,US-395,,,29.08,,134.30,true,"Not Reported",166,84,174,52,110,167,1,89,74,59,61,134,81,"Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported"
9,2026-02-11,09:30:05,1770831005,9,"US-395 : Coso Rest Area",Olancha,-117.94683,36.04614,3389,South,Inyo,US-395,,R,17.88,,123.10,true,"Not Reported",167,39,143,26,54,176,1,89,77,64,143,58,84,"Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported"
10,2026-02-11,09:30:04,1770831004,9,"SR-58 : Tehachapi Summit",Tehachapi,-118.41069,35.12539,4071,East,Kern,SR-58,,R,94.31,,146.50,true,"Not Reported",324,20,1,27,40,309,1,103,54,-16,58,124,42,"Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported"
11,2026-02-11,09:30:04,1770831004,9,"SR-58 : Tehachapi - Broome Rd",Keene,-118.52189,35.20059,3136,West,Kern,SR-58,,R,85.14,,137.33,true,"Not Reported",262,30,264,57,70,189,1,119,63,-3,64,154,42,"Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported"
12,2024-05-24,03:00:04,1716544804,9,"SR-58 : Tehachapi - Cameron Rd",Mojave,-118.30307,35.09684,3861,East,Kern,SR-58,,R,100.94,,153.13,false,"Not Reported",361,65535,361,65535,65535,361,1,138,83,29,119,233,47,"Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported"
13,2025-05-08,12:45:13,1746733513,9,"US-395 : Lee Vining Hill","Lee Vining",-119.14553,37.96514,8976,South,Mono,US-395,,,52.73,,286.34,false,65535,0,20,361,22,40,0,1,134,66,-21,124,143,33,"Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported","Not Reported"
